-16.0, -0.4, -8.0, -1.6, 271.8, 10.0, 18.0
4.0, 2.0, -8.0, -0.4, 135.9, 30.0, 12.0
-12.0, 0.4, 20.0, 1.6, 45.3, 30.0, 24.0
16.0, -0.8, 8.0, -0.8, 45.3, 15.0, 22.0
-16.0, -2.0, 8.0, 1.2, 135.9, 5.0, 24.0
12.0, -2.0, -8.0, -2.0, 181.2, 10.0, 18.0
20.0, 1.2, -4.0, 1.2, 135.9, 20.0, 24.0
-4.0, -2.0, -12.0, -0.4, 271.8, 15.0, 24.0
16.0, 2.0, 4.0, -1.6, 181.2, 30.0, 20.0
4.0, -2.0, 4.0, 0.4, 135.9, 30.0, 16.0
-16.0, 1.6, 4.0, 1.6, 226.5, 15.0, 22.0
-4.0, 2.0, -8.0, 0.8, 226.5, 10.0, 20.0
-12.0, -1.2, 20.0, 1.6, 181.2, 25.0, 10.0
-4.0, 0.8, -20.0, -2.0, 45.3, 30.0, 24.0
20.0, 0.8, -20.0, -1.2, 45.3, 5.0, 10.0
-8.0, 1.2, 12.0, -0.8, 90.6, 5.0, 10.0
