-4.0, 2.0, -16.0, 0.8, 181.2, 10.0, 14.0
-8.0, 0.4, 16.0, 2.0, 181.2, 15.0, 16.0
-16.0, 0.4, 4.0, 1.6, 226.5, 25.0, 16.0
-12.0, 1.6, -16.0, 1.6, 45.3, 20.0, 18.0
12.0, -1.6, 16.0, -1.2, 317.1, 10.0, 18.0
-20.0, 2.0, 16.0, 0.4, 271.8, 30.0, 16.0
8.0, -1.2, -20.0, -0.8, 271.8, 10.0, 20.0
-16.0, 2.0, 20.0, -2.0, 317.1, 5.0, 10.0
8.0, 0.4, 8.0, 1.6, 226.5, 20.0, 14.0
12.0, -1.6, -8.0, -0.4, 181.2, 30.0, 20.0
-12.0, -1.6, 8.0, -1.2, 226.5, 20.0, 12.0
-16.0, -1.6, -12.0, 2.0, 181.2, 30.0, 12.0
16.0, 1.2, -8.0, -1.6, 317.1, 30.0, 10.0
4.0, -2.0, 16.0, 1.2, 45.3, 30.0, 16.0
12.0, 2.0, -16.0, 0.4, 90.6, 25.0, 22.0
-8.0, -2.0, 20.0, -0.4, 135.9, 5.0, 24.0
