-4.0, 0.4, 16.0, 0.8, 181.2, 25.0, 22.0
4.0, -1.2, 16.0, -1.2, 226.5, 5.0, 24.0
-16.0, -2.0, 12.0, 2.0, 317.1, 15.0, 12.0
12.0, 2.0, -16.0, 2.0, 226.5, 30.0, 22.0
-20.0, 1.6, -8.0, 0.8, 135.9, 5.0, 14.0
-20.0, -0.4, -4.0, -0.8, 271.8, 20.0, 22.0
-8.0, -1.6, -12.0, -1.6, 317.1, 10.0, 18.0
12.0, -1.6, -16.0, 0.4, 135.9, 5.0, 24.0
-20.0, -1.2, 16.0, 0.8, 90.6, 25.0, 14.0
-12.0, -2.0, 8.0, 2.0, 45.3, 30.0, 18.0
-20.0, -1.2, -16.0, 0.4, 90.6, 30.0, 20.0
-4.0, -1.6, -16.0, 1.6, 271.8, 5.0, 22.0
16.0, -1.2, 16.0, -1.2, 271.8, 5.0, 18.0
-4.0, -0.8, -12.0, 0.4, 181.2, 15.0, 20.0
-16.0, -1.6, 4.0, -0.8, 135.9, 15.0, 12.0
12.0, -1.2, -20.0, -1.2, 45.3, 10.0, 24.0
12.0, -1.6, -16.0, 0.4, 135.9, 5.0, 24.0
12.0, 1.2, -16.0, 2.0, 226.5, 30.0, 22.0
-16.0, -1.6, 4.0, -0.8, 135.9, 15.0, 12.0
20.0, -0.4, 16.0, -1.2, 271.8, 5.0, 18.0
16.0, -1.2, 16.0, -0.4, 271.8, 5.0, 18.0
12.0, -1.6, 20.0, -0.4, 135.9, 5.0, 24.0
12.0, -1.6, -16.0, 0.4, 135.9, 5.0, 24.0
12.0, 2.0, -16.0, 2.0, 181.2, 30.0, 22.0
12.0, -1.6, -16.0, 0.4, 135.9, 5.0, 24.0
-4.0, -1.6, -16.0, 1.6, 271.8, 5.0, 22.0
8.0, -1.6, -16.0, 0.4, 135.9, 5.0, 24.0
12.0, -1.6, -16.0, 1.6, 271.8, 5.0, 20.0
16.0, -1.6, 8.0, 0.8, 271.8, 25.0, 22.0
-4.0, 0.4, -16.0, 0.4, 135.9, 30.0, 24.0
-4.0, -0.4, 16.0, 0.8, 271.8, 5.0, 14.0
16.0, -1.2, 16.0, -1.2, 181.2, 25.0, 22.0
