8.0, 1.6, 20.0, 0.4, 271.8, 5.0, 14.0
8.0, -0.8, 4.0, -1.2, 271.8, 15.0, 16.0
8.0, -0.4, -16.0, 0.8, 271.8, 15.0, 18.0
-8.0, -0.4, 8.0, 1.6, 45.3, 25.0, 12.0
12.0, 0.4, -20.0, -2.0, 45.3, 20.0, 16.0
16.0, 0.8, 8.0, 0.8, 271.8, 25.0, 14.0
-8.0, -1.2, 4.0, -2.0, 90.6, 20.0, 24.0
12.0, -0.8, 12.0, -0.4, 135.9, 15.0, 18.0
8.0, -2.0, 4.0, -0.8, 90.6, 10.0, 24.0
-4.0, -2.0, -20.0, -1.2, 45.3, 5.0, 18.0
4.0, -1.6, -4.0, -1.6, 317.1, 20.0, 22.0
-16.0, -1.6, 12.0, -0.8, 226.5, 20.0, 18.0
-16.0, 0.4, 12.0, 0.4, 135.9, 15.0, 22.0
8.0, -0.4, -12.0, 0.8, 90.6, 20.0, 22.0
12.0, 1.2, -8.0, -2.0, 271.8, 30.0, 10.0
-16.0, -1.2, 12.0, -1.6, 45.3, 10.0, 14.0
8.0, 1.6, 20.0, 0.4, 271.8, 5.0, 10.0
12.0, 1.2, -8.0, 1.6, 271.8, 5.0, 10.0
12.0, -0.8, 12.0, -0.4, 135.9, 15.0, 22.0
-16.0, 0.4, 12.0, 1.2, 135.9, 15.0, 18.0
12.0, 0.4, 20.0, -2.0, 45.3, 30.0, 10.0
12.0, 1.2, -8.0, -2.0, 226.5, 30.0, 16.0
12.0, 2.0, -8.0, 1.6, 271.8, 30.0, 10.0
12.0, 1.2, -16.0, -2.0, 317.1, 30.0, 10.0
8.0, 1.2, -8.0, -2.0, 45.3, 30.0, 10.0
12.0, 1.6, 20.0, 0.4, 271.8, 5.0, 12.0
12.0, -0.8, 12.0, 0.4, 135.9, 20.0, 18.0
-16.0, 1.2, -8.0, -2.0, 271.8, 30.0, 10.0
12.0, 1.2, -8.0, 1.6, 271.8, 25.0, 10.0
12.0, 1.2, -8.0, -2.0, 271.8, 20.0, 10.0
12.0, 0.4, -20.0, -2.0, 45.3, 30.0, 10.0
16.0, 2.0, 4.0, -2.0, 271.8, 25.0, 16.0
