-4.0, 1.2, -12.0, 1.6, 90.6, 25.0, 24.0
8.0, -2.0, 20.0, 2.0, 90.6, 25.0, 10.0
4.0, -0.8, 20.0, 2.0, 226.5, 25.0, 24.0
8.0, 0.4, 20.0, -2.0, 90.6, 20.0, 16.0
-4.0, 0.8, 8.0, 1.2, 90.6, 25.0, 22.0
-16.0, 1.6, -4.0, -1.6, 226.5, 10.0, 10.0
8.0, 1.6, -8.0, 2.0, 271.8, 25.0, 20.0
20.0, 1.2, 12.0, 1.6, 90.6, 5.0, 24.0
16.0, -1.2, 20.0, -0.4, 90.6, 5.0, 22.0
-4.0, -2.0, 12.0, 0.4, 90.6, 15.0, 20.0
-12.0, 2.0, -16.0, -0.4, 226.5, 15.0, 14.0
-8.0, -0.4, 20.0, -1.2, 45.3, 5.0, 16.0
8.0, -1.2, -16.0, 2.0, 317.1, 20.0, 22.0
16.0, 0.4, 8.0, 2.0, 135.9, 10.0, 16.0
-16.0, 0.8, 8.0, -0.4, 317.1, 5.0, 14.0
-16.0, -1.6, 4.0, -0.8, 226.5, 15.0, 12.0
-8.0, 0.8, 8.0, 1.2, 45.3, 25.0, 10.0
8.0, -2.0, 16.0, 2.0, 90.6, 5.0, 22.0
-16.0, -1.6, 4.0, -0.4, 226.5, 15.0, 12.0
-20.0, 1.6, 8.0, -1.6, 226.5, 20.0, 10.0
-4.0, 0.8, 20.0, -1.2, 45.3, 30.0, 16.0
-12.0, -0.4, 8.0, 1.2, 90.6, 25.0, 22.0
4.0, -2.0, -20.0, 2.0, 90.6, 25.0, 10.0
-12.0, -0.4, 20.0, -1.2, 45.3, 5.0, 16.0
-12.0, 2.0, -16.0, -0.4, 226.5, 15.0, 12.0
-16.0, -1.6, 4.0, -0.8, 226.5, 15.0, 14.0
4.0, -0.8, -20.0, 1.6, 135.9, 25.0, 24.0
-16.0, -1.6, 4.0, 0.4, 135.9, 15.0, 12.0
-16.0, -1.6, 8.0, 1.2, 90.6, 25.0, 22.0
-4.0, 0.8, 4.0, -0.8, 226.5, 25.0, 12.0
-16.0, -1.6, -8.0, 0.4, 226.5, 15.0, 12.0
-16.0, -1.6, 4.0, -1.2, 226.5, 15.0, 12.0
