-20.0, 1.6, 4.0, -0.4, 181.2, 25.0, 10.0
-16.0, -1.2, 12.0, -0.4, 45.3, 15.0, 14.0
-20.0, 1.6, 8.0, 1.2, 90.6, 20.0, 20.0
-20.0, -0.8, 12.0, 1.2, 317.1, 30.0, 10.0
-20.0, -1.2, 8.0, 1.2, 90.6, 5.0, 24.0
12.0, 0.8, -12.0, 1.2, 90.6, 5.0, 14.0
-8.0, -0.4, -12.0, 0.4, 271.8, 25.0, 16.0
4.0, 1.2, -12.0, 0.4, 226.5, 5.0, 22.0
-4.0, -0.8, -16.0, 0.8, 226.5, 15.0, 20.0
-4.0, 1.6, -16.0, -1.6, 90.6, 20.0, 20.0
-8.0, 1.6, -20.0, -2.0, 226.5, 20.0, 24.0
-8.0, -0.4, 12.0, 2.0, 181.2, 25.0, 22.0
4.0, 1.6, -12.0, 1.6, 135.9, 10.0, 20.0
-20.0, -1.6, 16.0, 1.6, 226.5, 10.0, 16.0
-4.0, 0.4, 20.0, 1.6, 90.6, 20.0, 22.0
-8.0, -0.8, 8.0, 1.2, 45.3, 30.0, 12.0
12.0, -0.4, -8.0, -2.0, 181.2, 30.0, 12.0
-20.0, -1.2, -12.0, 0.8, 90.6, 10.0, 12.0
-4.0, 0.4, -8.0, -0.8, 226.5, 5.0, 16.0
20.0, 2.0, -8.0, 0.4, 90.6, 5.0, 10.0
