0,49,99,5.81194640914112
1,51,104,2.82743338823081
2,46,99,5.18362787842316
3,48,105,3.61283155162826
4,46,103,4.24115008234622
5,53,99,0.977384381116825
6,48,103,3.92699081698724
7,51,103,2.67035375555132
8,51,102,2.35619449019234
9,48,97,5.81194640914112
10,47,102,4.39822971502571
11,52,102,2.04203522483337
12,48,102,4.24115008234622
13,49,105,3.385938748869
14,53,100,1.25663706143592
15,51,97,0.244346095279206
16,52,104,2.54818070791172
17,47,98,5.49778714378214
18,48,100,5.18362787842316
19,46,102,4.46804288510548
20,47,103,4.11897703470662
21,48,104,3.73500459926786
22,54,100,1.32645023151569
23,52,105,2.67035375555132
24,49,97,6.03883921190038
25,53,103,2.16420827247297
26,49,104,3.45575191894877
27,54,99,1.09955742875643
28,47,100,5.02654824574367
29,51,100,0.785398163397448
